start_timestamp,end_timestamp,reserve_price
1663221600000,1671080400000,1735086588.6385427
1665813600000,1673758800000,374415901.9937805
1668492000000,1676437200000,698368139.8174719
1671084000000,1678856400000,1379175318.8586206
1673762400000,1681534800000,3117174297.761903
1676440800000,1684126800000,1163108200.1188607
1678860000000,1686805200000,5746442099.071029
1681538400000,1689397200000,1943317824.0462253
1684130400000,1692075600000,1650368948.9261963
1686808800000,1694754000000,2569956411.0221453
1689400800000,1697346000000,1324938610.086463
1692079200000,1700024400000,0
1694757600000,1702616400000,6143413259.251581
1697349600000,1705294800000,6556994595.936931
1700028000000,1707973200000,47022988.520200744
1702620000000,1710478800000,3367395018.1523557
1705298400000,1713157200000,6214325886.890485
